,MMSI,SHIPNAME,VESSEL TYPE,SPEED (KNOTSx10),COURSE,HEADING,TIMESTAMP UTC,LENGTH,Year,ship_Loc,LAT,LON,distance(in km),eastern_caldera_Loc,instance_id,ud_group
68,338415000,RACHEL CARSON,Offshore Supply Ship,84,357,2,2019-08-21 18:43:33,41.46,2019,"(45.90194, -129.9922)",45.90194,-129.9922,4.44,"(45.9399, -129.9742)",EC_20190821184108_20190821185108,Offshore
69,338415000,RACHEL CARSON,Offshore Supply Ship,98,9,359,2019-08-21 18:43:39,41.46,2019,"(45.90221, -129.9922)",45.90221,-129.9922,4.42,"(45.9399, -129.9742)",EC_20190821184108_20190821185108,Offshore
70,338415000,RACHEL CARSON,Offshore Supply Ship,95,11,0,2019-08-21 18:43:51,41.46,2019,"(45.90255, -129.9922)",45.90255,-129.9922,4.38,"(45.9399, -129.9742)",EC_20190821184108_20190821185108,Offshore
71,338415000,RACHEL CARSON,Offshore Supply Ship,43,355,345,2019-08-21 18:50:02,41.46,2019,"(45.91489, -129.9919)",45.91489,-129.9919,3.1,"(45.9399, -129.9742)",EC_20190821184108_20190821185108,Offshore
72,338415000,RACHEL CARSON,Offshore Supply Ship,38,23,1,2019-08-21 18:52:53,41.46,2019,"(45.91788, -129.9918)",45.91788,-129.9918,2.8,"(45.9399, -129.9742)",EC_20190821185108_20190821190108,Offshore
73,338415000,RACHEL CARSON,Offshore Supply Ship,48,15,357,2019-08-21 18:55:11,41.46,2019,"(45.92049, -129.9914)",45.92049,-129.9914,2.54,"(45.9399, -129.9742)",EC_20190821185108_20190821190108,Offshore
74,338415000,RACHEL CARSON,Offshore Supply Ship,47,34,354,2019-08-21 18:57:03,41.46,2019,"(45.92257, -129.9913)",45.92257,-129.9913,2.34,"(45.9399, -129.9742)",EC_20190821185108_20190821190108,Offshore
75,338415000,RACHEL CARSON,Offshore Supply Ship,40,347,349,2019-08-21 18:59:02,41.46,2019,"(45.92468, -129.9911)",45.92468,-129.9911,2.14,"(45.9399, -129.9742)",EC_20190821185108_20190821190108,Offshore
76,338415000,RACHEL CARSON,Offshore Supply Ship,38,356,352,2019-08-21 18:59:41,41.46,2019,"(45.92537, -129.9912)",45.92537,-129.9912,2.08,"(45.9399, -129.9742)",EC_20190821185108_20190821190108,Offshore
77,338415000,RACHEL CARSON,Offshore Supply Ship,45,18,350,2019-08-21 19:06:42,41.46,2019,"(45.93323, -129.9906)",45.93323,-129.9906,1.47,"(45.9399, -129.9742)",EC_20190821190108_20190821191108,Offshore
78,338415000,RACHEL CARSON,Offshore Supply Ship,39,11,351,2019-08-21 19:07:50,41.46,2019,"(45.9344, -129.9906)",45.9344,-129.9906,1.41,"(45.9399, -129.9742)",EC_20190821190108_20190821191108,Offshore
79,338415000,RACHEL CARSON,Offshore Supply Ship,35,349,357,2019-08-21 19:08:53,41.46,2019,"(45.9355, -129.9906)",45.9355,-129.9906,1.36,"(45.9399, -129.9742)",EC_20190821190108_20190821191108,Offshore
80,338415000,RACHEL CARSON,Offshore Supply Ship,39,6,355,2019-08-21 19:09:11,41.46,2019,"(45.93582, -129.9906)",45.93582,-129.9906,1.35,"(45.9399, -129.9742)",EC_20190821190108_20190821191108,Offshore
81,338415000,RACHEL CARSON,Offshore Supply Ship,40,14,0,2019-08-21 19:11:17,41.46,2019,"(45.93815, -129.9903)",45.93815,-129.9903,1.26,"(45.9399, -129.9742)",EC_20190821191108_20190821192108,Offshore
82,338415000,RACHEL CARSON,Offshore Supply Ship,44,165,173,2019-08-21 19:16:06,41.46,2019,"(45.94193, -129.988)",45.94193,-129.988,1.09,"(45.9399, -129.9742)",EC_20190821191108_20190821192108,Offshore
83,338415000,RACHEL CARSON,Offshore Supply Ship,68,172,184,2019-08-21 19:20:21,41.46,2019,"(45.93616, -129.9861)",45.93616,-129.9861,1.01,"(45.9399, -129.9742)",EC_20190821191108_20190821192108,Offshore
84,338415000,RACHEL CARSON,Offshore Supply Ship,60,184,189,2019-08-21 19:22:39,41.46,2019,"(45.93211, -129.9861)",45.93211,-129.9861,1.27,"(45.9399, -129.9742)",EC_20190821192108_20190821193108,Offshore
85,338415000,RACHEL CARSON,Offshore Supply Ship,61,167,181,2019-08-21 19:26:22,41.46,2019,"(45.92574, -129.9862)",45.92574,-129.9862,1.83,"(45.9399, -129.9742)",EC_20190821192108_20190821193108,Offshore
86,338415000,RACHEL CARSON,Offshore Supply Ship,67,162,181,2019-08-21 19:26:57,41.46,2019,"(45.92474, -129.9861)",45.92474,-129.9861,1.92,"(45.9399, -129.9742)",EC_20190821192108_20190821193108,Offshore
87,338415000,RACHEL CARSON,Offshore Supply Ship,63,204,206,2019-08-21 19:29:31,41.46,2019,"(45.92045, -129.9867)",45.92045,-129.9867,2.37,"(45.9399, -129.9742)",EC_20190821192108_20190821193108,Offshore
88,338415000,RACHEL CARSON,Offshore Supply Ship,58,204,206,2019-08-21 19:29:48,41.46,2019,"(45.92002, -129.987)",45.92002,-129.987,2.42,"(45.9399, -129.9742)",EC_20190821192108_20190821193108,Offshore
89,338415000,RACHEL CARSON,Offshore Supply Ship,26,146,170,2019-08-21 19:33:27,41.46,2019,"(45.91651, -129.9895)",45.91651,-129.9895,2.86,"(45.9399, -129.9742)",EC_20190821193108_20190821194108,Offshore
90,338415000,RACHEL CARSON,Offshore Supply Ship,18,48,143,2019-08-21 19:36:15,41.46,2019,"(45.91628, -129.9891)",45.91628,-129.9891,2.87,"(45.9399, -129.9742)",EC_20190821193108_20190821194108,Offshore
91,338415000,RACHEL CARSON,Offshore Supply Ship,6,157,135,2019-08-21 19:36:47,41.46,2019,"(45.91628, -129.989)",45.91628,-129.989,2.87,"(45.9399, -129.9742)",EC_20190821193108_20190821194108,Offshore
92,338415000,RACHEL CARSON,Offshore Supply Ship,2,173,134,2019-08-21 19:38:01,41.46,2019,"(45.91633, -129.9891)",45.91633,-129.9891,2.86,"(45.9399, -129.9742)",EC_20190821193108_20190821194108,Offshore
93,338415000,RACHEL CARSON,Offshore Supply Ship,9,225,108,2019-08-21 19:40:26,41.46,2019,"(45.91621, -129.9893)",45.91621,-129.9893,2.88,"(45.9399, -129.9742)",EC_20190821193108_20190821194108,Offshore
94,338415000,RACHEL CARSON,Offshore Supply Ship,12,46,151,2019-08-21 19:46:32,41.46,2019,"(45.91609, -129.9893)",45.91609,-129.9893,2.89,"(45.9399, -129.9742)",EC_20190821194108_20190821195108,Offshore
95,338415000,RACHEL CARSON,Offshore Supply Ship,8,62,146,2019-08-21 19:46:56,41.46,2019,"(45.91607, -129.9892)",45.91607,-129.9892,2.89,"(45.9399, -129.9742)",EC_20190821194108_20190821195108,Offshore
96,338415000,RACHEL CARSON,Offshore Supply Ship,19,158,101,2019-08-21 19:49:20,41.46,2019,"(45.91545, -129.9881)",45.91545,-129.9881,2.92,"(45.9399, -129.9742)",EC_20190821194108_20190821195108,Offshore
97,338415000,RACHEL CARSON,Offshore Supply Ship,13,310,327,2019-08-21 19:58:26,41.46,2019,"(45.91342, -129.9852)",45.91342,-129.9852,3.06,"(45.9399, -129.9742)",EC_20190821195108_20190821200108,Offshore
98,338415000,RACHEL CARSON,Offshore Supply Ship,11,42,339,2019-08-21 20:05:11,41.46,2019,"(45.91477, -129.9896)",45.91477,-129.9896,3.04,"(45.9399, -129.9742)",EC_20190821200108_20190821201108,Offshore
99,338415000,RACHEL CARSON,Offshore Supply Ship,7,344,301,2019-08-21 20:08:21,41.46,2019,"(45.91494, -129.9897)",45.91494,-129.9897,3.02,"(45.9399, -129.9742)",EC_20190821200108_20190821201108,Offshore
100,338415000,RACHEL CARSON,Offshore Supply Ship,8,73,321,2019-08-21 20:10:07,41.46,2019,"(45.91488, -129.9898)",45.91488,-129.9898,3.03,"(45.9399, -129.9742)",EC_20190821200108_20190821201108,Offshore
101,338415000,RACHEL CARSON,Offshore Supply Ship,21,244,328,2019-08-21 20:10:58,41.46,2019,"(45.91508, -129.9901)",45.91508,-129.9901,3.02,"(45.9399, -129.9742)",EC_20190821200108_20190821201108,Offshore
102,338415000,RACHEL CARSON,Offshore Supply Ship,4,9,350,2019-08-21 20:12:39,41.46,2019,"(45.91508, -129.9901)",45.91508,-129.9901,3.02,"(45.9399, -129.9742)",EC_20190821201108_20190821202108,Offshore
103,338415000,RACHEL CARSON,Offshore Supply Ship,4,336,331,2019-08-21 20:15:03,41.46,2019,"(45.91506, -129.9901)",45.91506,-129.9901,3.02,"(45.9399, -129.9742)",EC_20190821201108_20190821202108,Offshore
104,338415000,RACHEL CARSON,Offshore Supply Ship,10,188,321,2019-08-21 20:17:10,41.46,2019,"(45.91501, -129.9903)",45.91501,-129.9903,3.04,"(45.9399, -129.9742)",EC_20190821201108_20190821202108,Offshore
105,338415000,RACHEL CARSON,Offshore Supply Ship,2,295,322,2019-08-21 20:17:44,41.46,2019,"(45.91496, -129.9904)",45.91496,-129.9904,3.04,"(45.9399, -129.9742)",EC_20190821201108_20190821202108,Offshore
106,338415000,RACHEL CARSON,Offshore Supply Ship,8,43,324,2019-08-21 20:17:56,41.46,2019,"(45.91497, -129.9904)",45.91497,-129.9904,3.04,"(45.9399, -129.9742)",EC_20190821201108_20190821202108,Offshore
107,338415000,RACHEL CARSON,Offshore Supply Ship,14,51,344,2019-08-21 20:19:13,41.46,2019,"(45.91501, -129.9905)",45.91501,-129.9905,3.04,"(45.9399, -129.9742)",EC_20190821201108_20190821202108,Offshore
108,338415000,RACHEL CARSON,Offshore Supply Ship,11,357,320,2019-08-21 20:22:46,41.46,2019,"(45.91513, -129.9906)",45.91513,-129.9906,3.03,"(45.9399, -129.9742)",EC_20190821202108_20190821203108,Offshore
109,338415000,RACHEL CARSON,Offshore Supply Ship,11,187,329,2019-08-21 20:25:14,41.46,2019,"(45.91513, -129.9904)",45.91513,-129.9904,3.03,"(45.9399, -129.9742)",EC_20190821202108_20190821203108,Offshore
110,338415000,RACHEL CARSON,Offshore Supply Ship,7,23,321,2019-08-21 20:26:46,41.46,2019,"(45.91497, -129.9904)",45.91497,-129.9904,3.04,"(45.9399, -129.9742)",EC_20190821202108_20190821203108,Offshore
111,338415000,RACHEL CARSON,Offshore Supply Ship,11,320,330,2019-08-21 20:27:14,41.46,2019,"(45.91501, -129.9905)",45.91501,-129.9905,3.04,"(45.9399, -129.9742)",EC_20190821202108_20190821203108,Offshore
112,338415000,RACHEL CARSON,Offshore Supply Ship,12,324,344,2019-08-21 20:27:37,41.46,2019,"(45.91507, -129.9906)",45.91507,-129.9906,3.04,"(45.9399, -129.9742)",EC_20190821202108_20190821203108,Offshore
113,338415000,RACHEL CARSON,Offshore Supply Ship,9,281,352,2019-08-21 20:27:51,41.46,2019,"(45.9151, -129.9906)",45.9151,-129.9906,3.04,"(45.9399, -129.9742)",EC_20190821202108_20190821203108,Offshore
114,338415000,RACHEL CARSON,Offshore Supply Ship,8,254,340,2019-08-21 20:30:06,41.46,2019,"(45.91502, -129.9902)",45.91502,-129.9902,3.03,"(45.9399, -129.9742)",EC_20190821202108_20190821203108,Offshore
115,338415000,RACHEL CARSON,Offshore Supply Ship,16,44,354,2019-08-21 20:33:47,41.46,2019,"(45.91539, -129.9904)",45.91539,-129.9904,3.0,"(45.9399, -129.9742)",EC_20190821203108_20190821204108,Offshore
116,338415000,RACHEL CARSON,Offshore Supply Ship,15,238,333,2019-08-21 20:36:30,41.46,2019,"(45.91555, -129.9902)",45.91555,-129.9902,2.98,"(45.9399, -129.9742)",EC_20190821203108_20190821204108,Offshore
117,338415000,RACHEL CARSON,Offshore Supply Ship,9,283,322,2019-08-21 20:43:27,41.46,2019,"(45.91547, -129.9905)",45.91547,-129.9905,3.0,"(45.9399, -129.9742)",EC_20190821204108_20190821205108,Offshore
118,338415000,RACHEL CARSON,Offshore Supply Ship,14,50,332,2019-08-21 20:45:02,41.46,2019,"(45.91536, -129.9906)",45.91536,-129.9906,3.01,"(45.9399, -129.9742)",EC_20190821204108_20190821205108,Offshore
